partition,item,supply,date,uni,amount,unitPrice
懷寧,DG0000001095-600IU美諾孕Menopur(婦)(民),H_D0006-禾馨_大昌華嘉,2021-12-27,支,28,5971.429
懷寧,DG0000000050-MAGNESIUM OXIDE TAB 250MG,H_D0052-禾馨_信東,2021-12-27,顆,21000,0.178
懷寧,DG0000000160-D50W 20ml,H_D0052-禾馨_信東,2021-12-27,支,720,8.8
懷寧,DG0000000207-ZALAIN  Vag Supp.,D0058-科懋,2021-12-27,顆,60,93
懷寧,DG0000000390-SERETIDE 50 EVOHALER 120DOSE,D0094-嘉鏵,2021-12-27,瓶,2,525
懷寧,DG0000001858-【PRO】4mmBD Ultra-Fine 32G針,D0094-嘉鏵,2021-12-27,支,600,3.2
懷寧,DG0000001103-Diovan 80mg 得安穩,D0094-嘉鏵,2021-12-27,顆,56,4.286
懷寧,DG0000001244-160MG DIOVAN TAB,D0094-嘉鏵,2021-12-27,顆,84,5.893
懷寧,DG0000001250-Thimazol 5MG TAB,D0094-嘉鏵,2021-12-27,錠,500,0.8
懷寧,DG0000000175-(冷藏)@Gonal-F 450IU,H_D0087-禾馨_裕利,2021-12-27,支,20,3960
懷寧,DG0000000783-AUGMENTIN 1G,H_D0087-禾馨_裕利,2021-12-27,顆,200,8.245
桃園,DG0000001803-PROMERAN TAB 5mg (鋁箔/膠箔),D0025-生達,2021-12-27,錠,5000,0.65
桃園,DG0000001839-ALAT CAPSULES 10MG心福膠囊,H_D0022-禾馨_永信藥品,2021-12-27,粒,1000,1.921
桃園,DG0000000265-IBUPROFEN  400mg F.C. Tab.,H_D0022-禾馨_永信藥品,2021-12-27,顆,1000,0.921
桃園,DG0000000022-CEPHANMYCIN CAP 500MG,H_D0022-禾馨_永信藥品,2021-12-27,顆,6000,1.905
桃園,DG0000000020-BOKEY E.M CAP 100MG,H_D0022-禾馨_永信藥品,2021-12-27,顆,1960,1.01
桃園,DG0000001396-舒喜滿 溫和型洗鼻器 115ml,H_D0237-禾馨_長捷,2021-12-27,瓶,50,308
新生,"DG0000000233-FE-BACK 2% INJ.  ""N.K.""(新",D0054-南光,2021-12-25,瓶,30,90
新生,DG0000000279-Stratamark20GM(妊娠紋專用)(民,H_D0075-禾馨_培力,2021-12-25,條,50,1320
小禾馨,DG0000001043-Athmin Syrup 60mL(民權),H_D0068-禾馨_晟德,2021-12-25,瓶,50,44
民權,DG0000001095-600IU美諾孕Menopur(婦)(民),H_D0006-禾馨_大昌華嘉,2021-12-25,支,28,5971.429
民權,DG0000000279-Stratamark20GM(妊娠紋專用)(民,H_D0075-禾馨_培力,2021-12-25,條,50,1320
民權,DG0000001553-METRONIDAZOL INJ 500MG/100ML(,H_D0052-禾馨_信東,2021-12-25,瓶,40,55
民權,DG0000000700-ALDACTIN(spironolactone25mg)(,H_D0052-禾馨_信東,2021-12-25,顆,1000,1.32
民權,DG0000000907-*9價*(3劑)嘉喜子宮頸癌疫苗,H_D0087-禾馨_裕利,2021-12-25,支,80,4400
民權,DG0000001646-DIPHERELINE INJ 11.25MG,H_D0087-禾馨_裕利,2021-12-25,SET,20,9597.5
民權,DG0000000175-(冷藏)@Gonal-F 450IU,H_D0087-禾馨_裕利,2021-12-25,支,10,3960
民權,DG0000000353-Xylocaine injection 2% 20mL,H_D0087-禾馨_裕利,2021-12-25,瓶,360,85.8
民權,DG0000000418-Marcaine 0.5%SP HeavyAmp 4mL,H_D0087-禾馨_裕利,2021-12-25,支,100,176
民權,DG0000000784-AUGMENTIN SYRUP 457MG/5ML(兒),H_D0087-禾馨_裕利,2021-12-25,瓶,15,129.8
民權,DG0000001009-Xyzal 5mg 驅異樂,H_D0087-禾馨_裕利,2021-12-25,顆,500,2.882
民權,DG0000000202-Duphaston 10mg Tab.,H_D0087-禾馨_裕利,2021-12-25,顆,300,26.347
民權,DG0000000043-蜜蕊娜避孕器,H_D0087-禾馨_裕利,2021-12-25,組,30,3943.5
民權,DG0000000174-CRINONE 8% Progesterone vag g,H_D0087-禾馨_裕利,2021-12-25,條,150,220
民權,DG0000001723-(冷藏)Pergoveris 300/150IU/0.4,H_D0087-禾馨_裕利,2021-12-25,SET,15,4400
內湖,DG0000001112-Roaccutane 10mg(口服A酸限皮膚,D0087-裕利,2021-12-25,顆,210,37.9
懷寧,DG0000001735-Prolutex INJ 25mg/ml,H_D0251-禾馨-豐樂,2021-12-24,AMP,84,320.833
懷寧,DG0000001765-紅【2MG】OZEMPIC INJ胰妥讚注射,H_D0006-禾馨_大昌華嘉,2021-12-24,支,20,3630
懷寧,DG0000001504-[自費]DOSTINEX TAB 0.5MG,H_D0019-禾馨_文德,2021-12-24,錠,120,137.5
懷寧,DG0000000035-Potarlon TAB 500MG,H_D0022-禾馨_永信藥品,2021-12-24,顆,6000,0.644
懷寧,DG0000001736-(冷藏)Elonva150ug/0.5ml,H_D0087-禾馨_裕利,2021-12-24,SET,2,22000
懷寧,DG0000001266-Saizen 6mg/ml,H_D0087-禾馨_裕利,2021-12-24,支,2,2673
懷寧,DG0000000044-Yasmin,H_D0087-禾馨_裕利,2021-12-24,盒,102,438.922
懷寧,DG0000000177-NOLVADEX 10mg Tab.,H_D0087-禾馨_裕利,2021-12-24,顆,90,3.989
懷寧,DG0000000278-NEXIUM  40MG Tab.,H_D0087-禾馨_裕利,2021-12-24,顆,140,7.15
懷寧,DG0000001871-[自費](50片)羅氏智航血糖試紙,H_D0087-禾馨_裕利,2021-12-24,盒,5,836
懷寧,DG0000001872-羅氏速讚採血針204支/盒,H_D0087-禾馨_裕利,2021-12-24,盒,5,549.8
懷寧,DG0000000043-蜜蕊娜避孕器,H_D0087-禾馨_裕利,2021-12-24,組,30,3943.5
懷寧,DG0000001720-(冷藏)75IU Gonal-F,H_D0087-禾馨_裕利,2021-12-24,SET,10,770
懷寧,DG0000000174-CRINONE 8% Progesterone vag g,H_D0087-禾馨_裕利,2021-12-24,條,360,220
新生,DG0000001765-紅【2MG】OZEMPIC INJ胰妥讚注射,H_D0006-禾馨_大昌華嘉,2021-12-24,支,15,3630
新生,DG0000000407-CORDARONE INJ 150MG/3ML(民/新),H_D0006-禾馨_大昌華嘉,2021-12-24,支,6,67.167
新生,DG0000000644-KYTRIL 1mg/ml (新/民),H_D0006-禾馨_大昌華嘉,2021-12-24,支,25,227.8
新生,DG0000001675-樂癒痔軟膏High-Xylmol 15G,H_D0036-禾馨_杏輝,2021-12-24,條,24,53.917
新生,DG0000001871-[自費](50片)羅氏智航血糖試紙,H_D0087-禾馨_裕利,2021-12-24,盒,15,836
新生,DG0000001872-羅氏速讚採血針204支/盒,H_D0087-禾馨_裕利,2021-12-24,盒,6,550
新生,DG0000001296-[健保]羅氏智航血糖試紙(50片),H_D0087-禾馨_裕利,2021-12-24,片,1500,20.9
新生,DG0000001297-[健保]羅氏智航血糖試紙(10片),H_D0087-禾馨_裕利,2021-12-24,片,500,20.9
新生,DG0000000202-Duphaston 10mg Tab.,H_D0087-禾馨_裕利,2021-12-24,顆,300,26.347
小禾馨,DG0000000300-Prevenar13沛兒(自費) (新生/民,H_D0005-禾馨_久裕,2021-12-24,支,80,2667.5
小禾馨,DG0000001039-Septon舒膚通膠液(民/小),H_D0005-禾馨_久裕,2021-12-24,瓶,50,110
小禾馨,DG0000000241-Fusidic acid cream 20mg,H_D0036-禾馨_杏輝,2021-12-24,條,144,32.34
小禾馨,DG0000001009-Xyzal 5mg 驅異樂,H_D0087-禾馨_裕利,2021-12-24,顆,500,2.882
小禾馨,DG0000000750-TIMOPTOL-XE 0.5% 2.5mL(眼),H_D0087-禾馨_裕利,2021-12-24,瓶,20,122.1
小禾馨,DG0000001252-Infloran益腹寧膠囊,H_D0208-禾馨_榮懋興業,2021-12-24,顆,600,16.5
小禾馨,DG0000000667-CLEOCIN T GEL 1%(皮),D0094-嘉鏵,2021-12-24,條,11,186
小禾馨,DG0000000390-SERETIDE 50 EVOHALER 120DOSE,D0094-嘉鏵,2021-12-24,瓶,1,525
小禾馨,DG0000001147-Genurso TAB. 100mg(民權),D0094-嘉鏵,2021-12-24,顆,300,1.9
民權,DG0000000397-EPHEDRINE 40mg INJ.民/新,D0052-信東,2021-12-24,支,200,15
民權,DG0000001562-Desosone Cream 0.25%,H_D0002-禾馨_人人製藥,2021-12-24,支,288,35.201
民權,DG0000000246-YUTOPAR  10mg/ml INJ.,H_D0016-禾馨_友勤,2021-12-24,支,100,49.48
民權,DG0000000638-Spersin ointment 10g,H_D0055-禾馨_恆富,2021-12-24,條,165,78
民權,DG0000001704-Lignocaine Inj 2% 5mL,H_D0055-禾馨_恆富,2021-12-24,支,100,44
民權,DG0000000303-IBUPROFEN依普芬口服懸浮液 (兒),H_D0068-禾馨_晟德,2021-12-24,瓶,100,16.5
民權,DG0000000305-CYPROMIN 0.4 mg/mlL(兒),H_D0068-禾馨_晟德,2021-12-24,瓶,100,13.2
民權,DG0000000351-60ml*CETIRIZINE SOL(民/小),H_D0068-禾馨_晟德,2021-12-24,瓶,100,30.8
民權,DG0000001343-SYNPID 脂淨 200MG,H_D0073-禾馨-健喬信元,2021-12-24,粒,500,2.75
民權,DG0000001269-Melocam 7.5mg,H_D0073-禾馨-健喬信元,2021-12-24,錠,1500,1.21
民權,DG0000000322-Zinc oxide 28.4gm (兒),H_D0081-禾馨_惠祥,2021-12-24,條,100,55
民權,DG0000000626-eurogel plus gel優潔疤痕護理凝,H_D0113-禾馨_優龍,2021-12-24,條,100,935
民權,DG0000000096-Progesterone INJ 25mg,H_D0204-禾馨_人力(安星),2021-12-24,支,150,11
民權,DG0000000100-B-complex INJ(婦),H_D0204-禾馨_人力(安星),2021-12-24,支,100,17.33
民權,DG0000001252-Infloran益腹寧膠囊,H_D0208-禾馨_榮懋興業,2021-12-24,顆,1000,16.5
民權,DG0000001200-Lidophrine Injection 2%,H_D0216-禾馨_祥盛行,2021-12-24,支,100,88
民權,DG0000001869-台裕 NEOSTIGMINE Inj 0.5mg/ml,H_D0230-禾馨_泰裕,2021-12-24,瓶,400,7.7
民權,DG0000000450-ROPICA INJ 10mg/mL(新生/,H_D0240-禾馨_淳靖,2021-12-24,支,300,308
民權,DG0000001453-10MG PROVERA TAB,H_D0005-禾馨_久裕,2021-12-24,錠,1000,2.959
民權,DG0000000269-PROVERA 5MG (MEDROXYPROGESTERO,H_D0005-禾馨_久裕,2021-12-24,顆,1000,1.661
民權,DG0000000163-NOVAMIN 5mg INJ((Prochlorperaz,H_D0005-禾馨_久裕,2021-12-24,瓶,150,16.833
民權,DG0000000435-PROSTIN E2 Vag. Supp(新/民),H_D0005-禾馨_久裕,2021-12-24,顆,160,339.9
民權,DG0000000022-CEPHANMYCIN CAP 500MG,H_D0022-禾馨_永信藥品,2021-12-24,顆,10000,1.848
民權,DG0000000171-Pilian 4mg Tab.,H_D0022-禾馨_永信藥品,2021-12-24,顆,1000,0.396
民權,DG0000000245-HEMOCLOT INJ. (Transamine),H_D0052-禾馨_信東,2021-12-24,支,500,13.2
民權,DG0000000700-ALDACTIN(spironolactone25mg)(,H_D0052-禾馨_信東,2021-12-24,顆,2000,1.32
民權,DG0000001553-METRONIDAZOL INJ 500MG/100ML(,H_D0052-禾馨_信東,2021-12-24,瓶,30,55
民權,DG0000000634-美諾孕Menopur 75IU(婦),H_D0006-禾馨_大昌華嘉,2021-12-24,支,10,720
民權,DG0000000692-Tractocile 7.5 mg/ml(民權),H_D0006-禾馨_大昌華嘉,2021-12-24,支,10,4151.3
民權,DG0000001236-TRESIBA FlexTouch 300IU/3ML,H_D0006-禾馨_大昌華嘉,2021-12-24,支,20,492.8
民權,DG0000001765-紅【2MG】OZEMPIC INJ胰妥讚注射,H_D0006-禾馨_大昌華嘉,2021-12-24,支,15,3630
懷寧小禾馨,DG0000000665-Cort.S Oint 1%50g/罐(皮/懷/新),H_D0005-禾馨_久裕,2021-12-24,罐,20,121
懷寧小禾馨,DG0000000241-Fusidic acid cream 20mg,H_D0036-禾馨_杏輝,2021-12-24,條,144,32.34
懷寧小禾馨,DG0000000302-Anti-phen syrup(兒),H_D0068-禾馨_晟德,2021-12-24,瓶,200,15.95
懷寧小禾馨,DG0000000305-CYPROMIN 0.4 mg/mlL(兒),H_D0068-禾馨_晟德,2021-12-24,瓶,100,13.2
懷寧小禾馨,DG0000000893-ULEXIN susp 25mg/ML(小/民),H_D0073-禾馨-健喬信元,2021-12-24,瓶,25,132
懷寧小禾馨,DG0000000322-Zinc oxide 28.4gm (兒),H_D0081-禾馨_惠祥,2021-12-24,條,100,55
懷寧小禾馨,DG0000000783-AUGMENTIN 1G,H_D0087-禾馨_裕利,2021-12-24,顆,400,8.25
禾馨眼科,DG0000001494-Latropine Eye Drops 0.01%,D0231-視潔明,2021-12-24,瓶,250,60
桃園,DG0000001725-(冷藏)Decapeptyl Sol 0.1mg(民/,H_D0006-禾馨_大昌華嘉,2021-12-24,支,21,407
內湖,DG0000001675-樂癒痔軟膏High-Xylmol 15G,H_D0036-禾馨_杏輝,2021-12-24,條,144,53.903
內湖,DG0000001727-MULTIGIVE CREAM 5G 0.5MG/G,H_D0164-禾馨_溫士頓,2021-12-24,支,240,14.3
民權藥局,DG0000000072-強力施美藥膏C.B. OINTMENT,H_D0010-禾馨_中化,2021-12-24,條,200,9.9
民權藥局,DG0000001740-NIFLEC POWDER耐福力散,H_D0010-禾馨_中化,2021-12-24,包,40,110
民權藥局,DG0000000050-MAGNESIUM OXIDE TAB 250MG,H_D0052-禾馨_信東,2021-12-24,顆,42000,0.178
新生,DG0000000435-PROSTIN E2 Vag. Supp(新/民),H_D0005-禾馨_久裕,2021-12-23,顆,40,339.9
新生,DG0000001504-[自費]DOSTINEX TAB 0.5MG,H_D0019-禾馨_文德,2021-12-23,錠,48,137.5
新生,DG0000000664-ANPO 10MG安寶,H_D0052-禾馨_信東,2021-12-23,顆,2200,4.5
新生,DG0000001001-Beesix Tablets 50mg(民權),H_D0052-禾馨_信東,2021-12-23,顆,2000,1.1
新生,DG0000001385-克皰疹錠 Acylo 400mg,H_D0052-禾馨_信東,2021-12-23,顆,200,6.05
新生,DG0000000441-富鐵好滴劑30ml(新生/民權),H_D0069-禾馨_泰宗,2021-12-23,瓶,10,495
新生,DG0000000017-Ferrum Tab 100mg,H_D0069-禾馨_泰宗,2021-12-23,顆,500,4.136
新生,DG0000001210-SYNNA 21'S (排),H_D0073-禾馨-健喬信元,2021-12-23,錠,420,4.452
新生,DG0000000053-COVINA F.C. TAB.(婦),H_D0073-禾馨-健喬信元,2021-12-23,顆,560,3.379
新生,DG0000000607-Mepiform美皮豐矽膠片,H_D0107-禾馨_歐強國際,2021-12-23,片,150,1210
新生,DG0000001128-Procto-eze痔瘡乳膏,H_D0196-禾馨_康令美,2021-12-23,條,40,462
新生,DG0000000314-VOREN  25mg,H_D0022-禾馨_永信藥品,2021-12-23,顆,1000,0.462
新生,DG0000000022-CEPHANMYCIN CAP 500MG,H_D0022-禾馨_永信藥品,2021-12-23,顆,4000,1.905
新生,DG0000000108-(需冷藏)OVIDREL 250 mcg,H_D0087-禾馨_裕利,2021-12-23,支,10,605
新生,DG0000000353-Xylocaine injection 2% 20mL,H_D0087-禾馨_裕利,2021-12-23,瓶,120,85.8
新生,DG0000000783-AUGMENTIN 1G,H_D0087-禾馨_裕利,2021-12-23,顆,700,8.25
新生,DG0000001527-Visanne 28's(自費),H_D0087-禾馨_裕利,2021-12-23,盒,34,1239.206
新生,DG0000001858-【PRO】4mmBD Ultra-Fine 32G針,D0094-嘉鏵,2021-12-23,支,1000,3.2
新生,DG0000001221-AMARYL 2MG TAB,D0094-嘉鏵,2021-12-23,錠,60,1.767
新生,DG0000000224-[管]MORPHINE HCL 10mg/ml(新/民,D0150-食藥署,2021-12-23,支,30,25
新生,DG0000000370-[管]FENTANYL INJ. 2ML (新/民/,D0150-食藥署,2021-12-23,支,1000,38
民權,DG0000001500-RHO(D)IMMUNE GLOBULIN INJ(HUMA,D0017-天行,2021-12-23,支,2,2528
民權,DG0000000684-Glycopyrodyn injection 0.2mg/m,D0058-科懋,2021-12-23,支,200,15
民權,DG0000001568-[管]COTRMA F.C. TABLETS 37.5MG,D0073-健喬信元,2021-12-23,錠,1000,2.5
民權,DG0000001858-【PRO】4mmBD Ultra-Fine 32G針,D0094-嘉鏵,2021-12-23,支,800,3.2
民權,DG0000000667-CLEOCIN T GEL 1%(皮),D0094-嘉鏵,2021-12-23,條,10,186
民權,DG0000000436-TOFRANIL 25mg S.C. Tab(民),D0094-嘉鏵,2021-12-23,顆,100,2
民權,DG0000001152-SERETIDE 250 EVOHALER 120 DOSE,D0094-嘉鏵,2021-12-23,瓶,1,885
民權,DG0000000708-CANESTEN 1% CREAM 20gm(皮),D0094-嘉鏵,2021-12-23,條,10,145
民權,DG0000000674-Topsym Lotion 10g(民權/小禾馨),D0201-台田,2021-12-23,瓶,10,57.5
民權,DG0000000675-Topsym OINTMENT 5g(民/小),D0201-台田,2021-12-23,條,100,29.83
民權,DG0000001525-MEDASON 40mg INJECTION,D0054-南光,2021-12-23,瓶,10,45
民權,"DG0000000233-FE-BACK 2% INJ.  ""N.K.""(新",D0054-南光,2021-12-23,瓶,20,90
民權,"DG0000000233-FE-BACK 2% INJ.  ""N.K.""(新",D0054-南光,2021-12-23,瓶,20,90
民權小禾馨,DG0000000300-Prevenar13沛兒(自費) (新生/民,H_D0005-禾馨_久裕,2021-12-23,支,100,2667.5
民權小禾馨,DG0000001013-(自費)JE新日本腦炎疫苗IMOJEV,H_D0087-禾馨_裕利,2021-12-23,支,1,1595
民權小禾馨,DG0000001629-『自費六個月』賽諾菲六合一疫苗,H_D0087-禾馨_裕利,2021-12-23,盒,30,770
民權小禾馨,DG0000001860-(需冷藏)Saizen 12mg/ml,H_D0087-禾馨_裕利,2021-12-23,支,12,5837.667
桃園,DG0000001088-ACTIN SOLUTION亞涕液,D0068-晟德,2021-12-23,瓶,100,16
桃園,DG0000001568-[管]COTRMA F.C. TABLETS 37.5MG,D0073-健喬信元,2021-12-23,錠,100,2.5
桃園,DG0000000435-PROSTIN E2 Vag. Supp(新/民),H_D0005-禾馨_久裕,2021-12-23,顆,160,339.9
桃園,DG0000001193-Novamin Tab 5mg,H_D0005-禾馨_久裕,2021-12-23,錠,2000,1.568
桃園,DG0000000634-美諾孕Menopur 75IU(婦),H_D0006-禾馨_大昌華嘉,2021-12-23,支,30,719.967
桃園,DG0000001725-(冷藏)Decapeptyl Sol 0.1mg(民/,H_D0006-禾馨_大昌華嘉,2021-12-23,支,7,407
桃園,DG0000000072-強力施美藥膏C.B. OINTMENT,H_D0010-禾馨_中化,2021-12-23,條,200,9.9
桃園,DG0000001859-Fexofenadine  Tab 60mg (鋁箔,H_D0010-禾馨_中化,2021-12-23,錠,1000,1.155
桃園,DG0000000049-NINCORT ORAL GEL,H_D0036-禾馨_杏輝,2021-12-23,條,36,43.111
桃園,DG0000001757-樂癒痔軟膏 15G,H_D0036-禾馨_杏輝,2021-12-23,條,36,53.889
桃園,DG0000000244-ALBOTHYL (R) Vag. Supp,H_D0045-禾馨_旺原,2021-12-23,顆,240,12.208
桃園,DG0000000050-MAGNESIUM OXIDE TAB 250MG,H_D0052-禾馨_信東,2021-12-23,顆,21000,0.178
桃園,DG0000000302-Anti-phen syrup(兒),H_D0068-禾馨_晟德,2021-12-23,瓶,300,15.95
桃園,DG0000000063-ESTRADE TAB 2MG,H_D0073-禾馨-健喬信元,2021-12-23,顆,500,3.52
桃園,DG0000000893-ULEXIN susp 25mg/ML(小/民),H_D0073-禾馨-健喬信元,2021-12-23,瓶,10,132
桃園,DG0000000278-NEXIUM  40MG Tab.,H_D0087-禾馨_裕利,2021-12-23,顆,84,7.155
桃園,DG0000000353-Xylocaine injection 2% 20mL,H_D0087-禾馨_裕利,2021-12-23,瓶,120,85.8
桃園,DG0000000783-AUGMENTIN 1G,H_D0087-禾馨_裕利,2021-12-23,顆,50,8.26
桃園,DG0000001009-Xyzal 5mg 驅異樂,H_D0087-禾馨_裕利,2021-12-23,顆,100,2.98
桃園,DG0000001402-ELTROXIN TABLETS 昂特欣 50 MCG,H_D0087-禾馨_裕利,2021-12-23,顆,100,1.65
桃園,DG0000000907-*9價*(3劑)嘉喜子宮頸癌疫苗,H_D0087-禾馨_裕利,2021-12-23,支,30,4400
桃園,DG0000000174-CRINONE 8% Progesterone vag g,H_D0087-禾馨_裕利,2021-12-23,條,60,220
桃園,DG0000000108-(需冷藏)OVIDREL 250 mcg,H_D0087-禾馨_裕利,2021-12-23,支,10,605
桃園,DG0000000115-(冷藏)@Gonal-F 300IU,H_D0087-禾馨_裕利,2021-12-23,支,40,2640
桃園,DG0000000871-Sutondin 10mg/tab(Tilcotil)(新,H_D0161-禾馨_華興,2021-12-23,顆,2000,1.65
桃園,DG0000001252-Infloran益腹寧膠囊,H_D0208-禾馨_榮懋興業,2021-12-23,顆,300,16.5
桃園,DG0000000697-TRIAMCINOLONE SUSPENDED INJ.,H_D0230-禾馨_泰裕,2021-12-23,支,200,23.835
桃園,DG0000000450-ROPICA INJ 10mg/mL(新生/,H_D0240-禾馨_淳靖,2021-12-23,支,300,308
內湖,"DG0000000262-XYLMOL SUPP.  ""SINPHAR""",H_D0036-禾馨_杏輝,2021-12-23,顆,600,3.503
內湖,DG0000000726-Emla cream5% 30g(皮),H_D0087-禾馨_裕利,2021-12-23,條,10,869
內湖,DG0000001568-[管]COTRMA F.C. TABLETS 37.5MG,D0073-健喬信元,2021-12-23,錠,1000,2.5
內湖,"DG0000001754-(民)""卡比""羅庫諾林注射液10mg/m",H_D0255-禾馨_傑爾,2021-12-23,瓶,30,198
新生,DG0000000907-*9價*(3劑)嘉喜子宮頸癌疫苗,H_D0087-禾馨_裕利,2021-12-22,支,60,4400
小禾馨,DG0000001769-ELIDEL 1% CREAM 15GM,H_D0006-禾馨_大昌華嘉,2021-12-22,條,10,407
民權,DG0000000224-[管]MORPHINE HCL 10mg/ml(新/民,D0150-食藥署,2021-12-22,支,90,25
民權,DG0000001799-PCR-COVID,H_D0087-禾馨_裕利,2021-12-22,SET,200,2000
民權,DG0000001765-紅【2MG】OZEMPIC INJ胰妥讚注射,H_D0006-禾馨_大昌華嘉,2021-12-22,支,20,3630
士林小禾馨,DG0000000638-Spersin ointment 10g,H_D0055-禾馨_恆富,2021-12-22,盒,33,78
禾馨眼科,DG0000001503-Soft Santear Hitomi Stretch 參,D0087-裕利,2021-12-22,瓶,120,70
禾馨眼科,DG0000001868-{30支}TAPCOM-S OPH SOLUTION,D0087-裕利,2021-12-22,支,390,15.033
桃園,DG0000001539-Wellderm維凝膚矽膠疤痕貼片(4片,H_D0074-禾馨_唯鼎生醫,2021-12-22,盒,150,1320
桃園,DG0000001799-PCR-COVID,H_D0087-禾馨_裕利,2021-12-22,SET,80,2000
民權藥局,DG0000001432-CURZOLAN EYE DROPS,H_D0227-禾馨_麥迪森,2021-12-22,SET,500,16.5
懷寧,DG0000001246-易安穩 Exforge 160/5MG TAB,H_D0087-禾馨_裕利,2021-12-21,錠,392,12.885
懷寧,DG0000000028-ERGOMETRINE TAB 0.2MG,H_D0022-禾馨_永信藥品,2021-12-21,顆,1000,1.188
懷寧,DG0000000020-BOKEY E.M CAP 100MG,H_D0022-禾馨_永信藥品,2021-12-21,顆,5880,1.01
懷寧,DG0000000265-IBUPROFEN  400mg F.C. Tab.,H_D0022-禾馨_永信藥品,2021-12-21,顆,1000,0.921
懷寧,DG0000001129-Procto-Plus潔淨幕斯,H_D0196-禾馨_康令美,2021-12-21,條,10,462
懷寧小禾馨,DG0000000300-Prevenar13沛兒(自費) (新生/民,H_D0005-禾馨_久裕,2021-12-20,支,60,2667.5
懷寧小禾馨,DG0000001252-Infloran益腹寧膠囊,H_D0208-禾馨_榮懋興業,2021-12-20,顆,700,16.5
懷寧小禾馨,DG0000001561-[自費]AVAMYS NASAL SPRAY(兒),H_D0087-禾馨_裕利,2021-12-20,瓶,20,214.5
懷寧小禾馨,DG0000000784-AUGMENTIN SYRUP 457MG/5ML(兒),H_D0087-禾馨_裕利,2021-12-20,瓶,10,129.8
懷寧小禾馨,DG0000001009-Xyzal 5mg 驅異樂,H_D0087-禾馨_裕利,2021-12-20,顆,500,2.882
懷寧小禾馨,DG0000000638-Spersin ointment 10g,H_D0055-禾馨_恆富,2021-12-20,條,66,78
懷寧小禾馨,DG0000000301-RotaRix羅特律(自費)(GSK),H_D0087-禾馨_裕利,2021-12-20,支,150,1848
新生,DG0000001837-[管]FRESOFOL 1% 20ml飛可復,D0212-華德醫材,2021-12-18,支,200,67
新生,DG0000000020-BOKEY E.M CAP 100MG,H_D0022-禾馨_永信藥品,2021-12-18,顆,2940,1.01
新生,DG0000000056-MYCOMB CREAM 美康乳膏  10Gm,H_D0036-禾馨_杏輝,2021-12-18,條,144,19.799
新生,DG0000000593-BETAMETHASONE OINT 5gm,H_D0036-禾馨_杏輝,2021-12-18,條,144,16.167
新生,DG0000000626-eurogel plus gel優潔疤痕護理凝,H_D0113-禾馨_優龍,2021-12-18,條,30,935
新生,DG0000000626-eurogel plus gel優潔疤痕護理凝,H_D0113-禾馨_優龍,2021-12-18,條,50,935
新生,DG0000001871-[自費](50片)羅氏智航血糖試紙,H_D0087-禾馨_裕利,2021-12-18,盒,5,836
新生,DG0000001297-[健保]羅氏智航血糖試紙(10片),H_D0087-禾馨_裕利,2021-12-18,片,50,20.9
小禾馨,DG0000000354-Fluticosone cream全佳膚乳膏,H_D0004-禾馨_十全,2021-12-18,條,500,25.85
小禾馨,DG0000000638-Spersin ointment 10g,H_D0055-禾馨_恆富,2021-12-18,條,66,78
小禾馨,DG0000000302-Anti-phen syrup(兒),H_D0068-禾馨_晟德,2021-12-18,瓶,200,15.95
小禾馨,DG0000000342-CETIRIZINE SOL(30ML)(兒),H_D0068-禾馨_晟德,2021-12-18,瓶,200,17.6
小禾馨,DG0000000351-60ml*CETIRIZINE SOL(民/小),H_D0068-禾馨_晟德,2021-12-18,瓶,200,30.8
小禾馨,DG0000000893-ULEXIN susp 25mg/ML(小/民),H_D0073-禾馨-健喬信元,2021-12-18,瓶,30,132
小禾馨,DG0000001132-*自費*VARIVAX水痘疫苗(民權),H_D0087-禾馨_裕利,2021-12-18,瓶,100,1287
小禾馨,DG0000000783-AUGMENTIN 1G,H_D0087-禾馨_裕利,2021-12-18,顆,150,8.253
小禾馨,DG0000000367-AVAMYS NASAL SPRAY(兒),H_D0087-禾馨_裕利,2021-12-18,瓶,60,208.967
小禾馨,DG0000001184-A型鏈球菌快篩,H_D0118-禾馨_耀龍生技,2021-12-18,劑,20,154
民權,DG0000001539-Wellderm維凝膚矽膠疤痕貼片(4片,H_D0074-禾馨_唯鼎生醫,2021-12-18,盒,50,1320
桃園,DG0000000411-GELOFUSINE(NaCl)(新/民),D0076-崇興行,2021-12-18,瓶,10,240
桃園,DG0000000048-Labtal F.C. Tab 200MG,H_D0036-禾馨_杏輝,2021-12-18,顆,1000,3.08
桃園,DG0000000056-MYCOMB CREAM 美康乳膏  10Gm,H_D0036-禾馨_杏輝,2021-12-18,條,144,21.556
桃園,DG0000000308-HYDROCORTISONE 10g,H_D0036-禾馨_杏輝,2021-12-18,條,144,16.174
桃園,DG0000000057-Econalone CREAM 10GM,H_D0036-禾馨_杏輝,2021-12-18,條,144,16.174
桃園,DG0000000460-PERDIPINE 10mg/ml INJ.(新/民),H_D0087-禾馨_裕利,2021-12-18,支,50,167.2
桃園,DG0000000626-eurogel plus gel優潔疤痕護理凝,H_D0113-禾馨_優龍,2021-12-18,條,20,935
桃園,DG0000000626-eurogel plus gel優潔疤痕護理凝,H_D0113-禾馨_優龍,2021-12-18,條,100,935
